ID,ADDRESS,CITY,ZIP,Longitude,Latitude,Match Score,Provider Number,Location Number,geometry,ASM2021,SEN2021,NAMELSAD,SENATE_DISTRICT2021,SENATE_DISTRICT,CONGRESSIONAL_DISTRICT,GEOID
399,3938 N 42nd St                               ,Milwaukee      ,53216-2523,-87.965300673603,43.088886743918,100.0,7000590877,001,POINT (-87.965300673603 43.088886743918),18,6,Milwaukee County,06,6.0,4,55079003900
400,N4694 Ridge Prairie School Rd                               ,Delavan        ,53115-2868,-88.678660229164,42.661119039478,100.0,8000590758,001,POINT (-88.678660229164 42.661119039478),31,11,Walworth County,11,11.0,1,55127000600
416,2920 W Dakota St                               ,Milwaukee      ,53215,-87.951582012676,42.99037398444,100.0,9000590799,001,POINT (-87.951582012676 42.99037398444),9,3,Milwaukee County,03,3.0,4,55079020000
429,201 E Badger Rd                               ,Madison        ,53713-2706,-89.381331014159,43.038302461169,100.0,555710,15,POINT (-89.381331014159 43.038302461169),47,16,Dane County,16,16.0,2,55025001502
439,2951 N 29th St                               ,Milwaukee      ,53210-2021,-87.949804965383,43.072688506484,100.0,1000590731,1,POINT (-87.949804965383 43.072688506484),16,6,Milwaukee County,06,6.0,4,55079006300
441,5734 Regency Hills Dr                               ,Mt Pleasant    ,53406-5211,-87.848507570032,42.689558543586,100.0,5000563985,002,POINT (-87.848507570032 42.689558543586),63,21,Racine County,21,21.0,1,55101000904
454,819 3rd Ave                               ,Antigo         ,54409-1930,-89.155250130759,45.143329307969,100.0,9000590709,001,POINT (-89.155250130759 45.143329307969),35,12,Langlade County,12,12.0,7,55067960600
491,7132 W Good Hope Rd                               ,Milwaukee      ,53223-4611,-88.000279026106,43.148807460978,100.0,8000590858,1,POINT (-88.000279026106 43.148807460978),11,4,Milwaukee County,04,4.0,4,55079000700
509,3906 N 78th St                               ,Milwaukee      ,53218,-88.009706320246,43.088326246053,99.39,0000590860,001,POINT (-88.009706320246 43.088326246053),17,6,Milwaukee County,06,6.0,4,55079005200
529,211 E Linnerud Dr                               ,Sun Prairie    ,53590-2980,-89.212608583836,43.180166884875,100.0,1000558721,199,POINT (-89.212608583836 43.180166884875),46,16,Dane County,16,16.0,2,55025011506
532,711 Thomas Dr                               ,Sun Prairie    ,53590,-89.203689652124,43.183884007476,100.0,1000558721,200,POINT (-89.203689652124 43.183884007476),46,16,Dane County,16,16.0,2,55025011600
534,369 School St                               ,Marshall       ,53559-9655,-89.068595920256,43.1644621739,100.0,9000590839,001,POINT (-89.068595920256 43.1644621739),38,13,Dane County,13,13.0,2,55025011800
536,62 County Road J                               ,Almond         ,54909-9321,-89.406769252106,44.254916722074,100.0,0000555710,021,POINT (-89.406769252106 44.254916722074),71,24,Portage County,24,24.0,7,55097961300
549,10717 47th Ave                               ,Pleasant Prairi,53158,-87.863643610786,42.519451171402,98.69,0000555710,040,POINT (-87.863643610786 42.519451171402),61,21,Kenosha County,21,21.0,1,55059002606
552,7101 53rd St                               ,Kenosha        ,53144,-87.894402513232,42.587964135496,100.0,0000557000,021,POINT (-87.894402513232 42.587964135496),64,22,Kenosha County,22,22.0,1,55059000601
557,5007 Wentworth Cir                               ,Mc Farland     ,53558-8938,-89.287674226466,43.025178580091,99.0,0000557210,001,POINT (-89.287674226466 43.025178580091),47,16,Dane County,16,16.0,2,55025010504
566,400 S Dickason Blvd                               ,Columbus       ,53925,-89.01897823858,43.336379534256,100.0,0000557850,002,POINT (-89.01897823858 43.336379534256),37,13,Columbia County,13,13.0,2,55021971200
599,2739 N 15th St                               ,Milwaukee      ,53206,-87.931290514735,43.068522281511,100.0,0000558170,001,POINT (-87.931290514735 43.068522281511),16,6,Milwaukee County,06,6.0,4,55079008500
604,3508 Veterans Ave                               ,Suamico        ,54173-8299,-88.043859725838,44.637841328344,100.0,0000558570,001,POINT (-88.043859725838 44.637841328344),89,30,Brown County,30,30.0,8,55009020203
611,915 Clarendon Ave                               ,Mukwonago      ,53149,-88.329269731571,42.872541608695,100.0,0000559000,004,POINT (-88.329269731571 42.872541608695),83,28,Waukesha County,28,28.0,1,55133203902
613,W322 S9230 Beulah Rd                               ,Mukwonago      ,53149,-88.390290824878,42.877458475007,99.99,0000559520,002,POINT (-88.390290824878 42.877458475007),83,28,Waukesha County,28,28.0,1,55133203802
614,419 Rivercrest Ct                               ,Mukwonago      ,53149,-88.331550279787,42.854638492155,100.0,0000560740,001,POINT (-88.331550279787 42.854638492155),83,28,Waukesha County,28,28.0,1,55133203901
615,S101w3451 County Road Lo                               ,Eagle          ,53119-1860,-88.466884466178,42.857130012874,91.0,0000563650,006,POINT (-88.466884466178 42.857130012874),83,28,Waukesha County,28,28.0,1,55133204002
622,4055 State Rd 91                               ,Oshkosh        ,54904,-88.600268060621,43.982839893542,100.0,0000564160,001,POINT (-88.600268060621 43.982839893542),54,18,Winnebago County,18,18.0,6,55139001801
644,520 E Holum St                               ,Deforest       ,53532-1316,-89.335885005694,43.247701136045,100.0,0000573700,001,POINT (-89.335885005694 43.247701136045),37,13,Dane County,13,13.0,2,55025013301
656,201 Buchanan St                               ,Boscobel       ,53805-1734,-90.703972779331,43.132998248654,100.0,0000574590,001,POINT (-90.703972779331 43.132998248654),49,17,Grant County,17,17.0,3,55043960200
677,144924 Maple Crest Dr                               ,Wausau         ,54401-5405,-89.744663718038,44.982551622662,100.0,0000576880,001,POINT (-89.744663718038 44.982551622662),86,29,Marathon County,29,29.0,7,55073001401
684,212 S Division St                               ,Roberts        ,54023,-92.552941251804,44.980987601439,100.0,0000579400,001,POINT (-92.552941251804 44.980987601439),30,10,St. Croix County,10,10.0,3,55109121000
691,1917 N 22nd St                               ,Milwaukee      ,53205-1522,-87.940137194442,43.055351629413,100.0,0000580590,021,POINT (-87.940137194442 43.055351629413),16,6,Milwaukee County,06,6.0,4,55079185800
740,602 Hickory Ct                               ,Verona         ,53593-1619,-89.542967383537,42.998648557346,100.0,0000580590,022,POINT (-89.542967383537 42.998648557346),80,27,Dane County,27,27.0,2,55025010802
741,561 Hickory Ct                               ,Verona         ,53593-1618,-89.542853641111,42.998615574557,100.0,0000580590,059,POINT (-89.542853641111 42.998615574557),80,27,Dane County,27,27.0,2,55025010802
744,3064 N 11th St                               ,Milwaukee      ,53206-2745,-87.925203157554,43.074504864902,100.0,0000580590,076,POINT (-87.925203157554 43.074504864902),10,4,Milwaukee County,04,4.0,4,55079006600
749,1633 Tonya Trl                               ,Neenah         ,54956-1612,-88.501250626753,44.203865776865,100.0,0000580590,077,POINT (-88.501250626753 44.203865776865),55,19,Winnebago County,19,19.0,6,55139002401
759,2147 23rd St                               ,La Crosse      ,54601-6645,-91.220876961584,43.789273669845,99.43,0000580590,078,POINT (-91.220876961584 43.789273669845),95,32,La Crosse County,32,32.0,3,55063001101
783,3841 Kohler Memorial Dr                               ,Sheboygan      ,53081-3680,-87.759024131931,43.754816378353,100.0,0000581070,001,POINT (-87.759024131931 43.754816378353),27,9,Sheboygan County,09,9.0,6,55117000400
815,472 N Midvale Blvd                               ,Madison        ,53705-3264,-89.451269362798,43.072869974688,100.0,0000581410,003,POINT (-89.451269362798 43.072869974688),77,26,Dane County,26,26.0,2,55025000301
849,508 S Garfield Ave                               ,Prt Washingtn  ,53074-2315,-87.888770628669,43.382726932588,100.0,0000582420,001,POINT (-87.888770628669 43.382726932588),60,20,Ozaukee County,20,20.0,5,55089630202
952,3951 S Moorland Rd                               ,New Berlin     ,53151,-88.10867564199,42.97197662898,100.0,0000582840,001,POINT (-88.10867564199 42.97197662898),15,5,Waukesha County,05,5.0,5,55133201505
1008,4023 N 63rd St                               ,Milwaukee      ,53216-1238,-87.990794399749,43.090598160909,100.0,0000583360,001,POINT (-87.990794399749 43.090598160909),17,6,Milwaukee County,06,6.0,4,55079003500
1013,3824 N 51st Blvd                               ,Milwaukee      ,53216-2304,-87.977079678316,43.086791519582,100.0,0000583990,003,POINT (-87.977079678316 43.086791519582),17,6,Milwaukee County,06,6.0,4,55079003800
1019,2920 N 53rd St                               ,Milwaukee      ,53210-1615,-87.979696843764,43.07215219041,100.0,0000585850,001,POINT (-87.979696843764 43.07215219041),17,6,Milwaukee County,06,6.0,4,55079005000
1025,3248 W Brown St                               ,Milwaukee      ,53208-1950,-87.954568472867,43.05650221029,100.0,0000587030,002,POINT (-87.954568472867 43.05650221029),16,6,Milwaukee County,06,6.0,4,55079009800
1028,2018 N 29th St                               ,Milwaukee      ,53208-1525,-87.949862549058,43.056878602624,100.0,0000587240,001,POINT (-87.949862549058 43.056878602624),16,6,Milwaukee County,06,6.0,4,55079009900
1029,2951 N 49th St                               ,Milwaukee      ,53210-1636,-87.974848331872,43.072768302203,100.0,0000587280,001,POINT (-87.974848331872 43.072768302203),18,6,Milwaukee County,06,6.0,4,55079004900
1064,10226 W Capitol Dr                               ,Milwaukee      ,53222-1394,-88.041171314214,43.089780548164,100.0,0000587400,001,POINT (-88.041171314214 43.089780548164),12,4,Milwaukee County,04,4.0,4,55079003400
1072,2043 N 34th St                               ,Milwaukee      ,53208-1968,-87.956363301704,43.057450667516,100.0,0000587890,009,POINT (-87.956363301704 43.057450667516),16,6,Milwaukee County,06,6.0,4,55079009800
1078,2175 N 36th St                               ,Milwaukee      ,53208-1406,-87.958758598174,43.059130484731,100.0,0000588770,002,POINT (-87.958758598174 43.059130484731),18,6,Milwaukee County,06,6.0,4,55079009000
1101,2549 N 5th St                               ,Milwaukee      ,53212-2717,-87.917028455025,43.065081635986,100.0,0000588860,001,POINT (-87.917028455025 43.065081635986),16,6,Milwaukee County,06,6.0,4,55079185700
1118,4950 N 40th St                               ,Milwaukee      ,53209-5206,-87.962643107382,43.107571933934,100.0,0000589090,001,POINT (-87.962643107382 43.107571933934),11,4,Milwaukee County,04,4.0,4,55079002500
1123,5956 N 37th St                               ,Milwaukee      ,53209-4020,-87.958513678963,43.126025699603,100.0,0000589480,001,POINT (-87.958513678963 43.126025699603),11,4,Milwaukee County,04,4.0,4,55079001000
1126,2046 N 30th St                               ,Milwaukee      ,53208-1531,-87.950935600303,43.057460348614,100.0,0000589640,001,POINT (-87.950935600303 43.057460348614),16,6,Milwaukee County,06,6.0,4,55079009800
1133,2434 W Hadley St                               ,Milwaukee      ,53206,-87.9434771314,43.069706351063,100.0,0000589790,001,POINT (-87.9434771314 43.069706351063),16,6,Milwaukee County,06,6.0,4,55079008800
1136,3240 N 87th St                               ,Milwaukee      ,53222-3733,-88.021297235052,43.077955484892,100.0,0000589840,001,POINT (-88.021297235052 43.077955484892),17,6,Milwaukee County,06,6.0,4,55079005400
1163,3458 S 26th St                               ,Milwaukee      ,53215,-87.946959476893,42.981793933074,100.0,0000589860,001,POINT (-87.946959476893 42.981793933074),9,3,Milwaukee County,03,3.0,4,55079020100
1186,5932 W Appleton Ave                               ,Milwaukee      ,53210-1513,-87.986952973524,43.07052207788,100.0,0000589890,001,POINT (-87.986952973524 43.07052207788),17,6,Milwaukee County,06,6.0,4,55079005900
1197,5836 W Appleton Ave                               ,Milwaukee      ,53210-1510,-87.985855028027,43.068918996988,100.0,0000589910,001,POINT (-87.985855028027 43.068918996988),17,6,Milwaukee County,06,6.0,4,55079005900
1200,13660 Highway M                               ,Cable          ,54821,-91.287799405763,46.208432206912,100.0,0000589970,001,POINT (-91.287799405763 46.208432206912),74,25,Bayfield County,25,25.0,7,55007960600
1205,W8363 R And W Townline Rd                               ,Whitewater     ,53190-4302,-88.711604545224,42.757872227932,100.0,0000590230,001,POINT (-88.711604545224 42.757872227932),31,11,Walworth County,11,11.0,1,55127000301
1217,151 S Grove St                               ,Berlin         ,54923-1725,-88.955542905701,43.966986445695,100.0,0000590370,001,POINT (-88.955542905701 43.966986445695),41,14,Green Lake County,14,14.0,6,55047100100
1224,W175n5043 Maple Crest Ln                               ,Menomonee Fls  ,53051-6572,-88.12988303049,43.109077533292,100.0,1000558111,001,POINT (-88.12988303049 43.109077533292),22,8,Waukesha County,08,8.0,5,55133200500
1226,2234 N Kay Dr                               ,Sheboygan      ,53083,-87.74709257658,43.769296157998,100.0,1000558451,001,POINT (-87.74709257658 43.769296157998),27,9,Sheboygan County,09,9.0,6,55117000300
1231,5202 Scott St                               ,Weston         ,54476-2920,-89.560076105204,44.910129590384,100.0,1000558481,003,POINT (-89.560076105204 44.910129590384),86,29,Marathon County,29,29.0,7,55073001103
1241,2400-2404 W Capitol Dr                               ,Milwaukee      ,53206-1428,-87.942218001905,43.089801754379,98.89,1000558721,163,POINT (-87.942218001905 43.089801754379),10,4,Milwaukee County,04,4.0,4,55079004200
1254,4005 Drexel Ave                               ,Madison        ,53716-1129,-89.320364151765,43.082293203605,100.0,1000558721,191,POINT (-89.320364151765 43.082293203605),48,16,Dane County,16,16.0,2,55025002800
1260,586 Us Highway 63                               ,Baldwin        ,54002,-92.374971235346,44.946737552503,100.0,1000559571,001,POINT (-92.374971235346 44.946737552503),30,10,St. Croix County,10,10.0,3,55109120802
1270,6988 Sandy Ridge Ct                               ,Verona         ,53593,-89.649392466125,42.956197091905,87.97,1000559601,003,POINT (-89.649392466125 42.956197091905),80,27,Dane County,27,27.0,2,55025012700
1289,10819 W Wren Ave                               ,Milwaukee      ,53225-2426,-88.047388004161,43.125652495364,100.0,1000559711,010,POINT (-88.047388004161 43.125652495364),12,4,Milwaukee County,04,4.0,4,55079000303
1291,4866 N 37th St                               ,Milwaukee      ,53209-5319,-87.958972336705,43.10605216916,100.0,1000559711,012,POINT (-87.958972336705 43.10605216916),11,4,Milwaukee County,04,4.0,4,55079002500
1306,4706 N 22nd St                               ,Milwaukee      ,53209-6335,-87.939305709647,43.102642117582,100.0,1000559971,002,POINT (-87.939305709647 43.102642117582),10,4,Milwaukee County,04,4.0,4,55079002300
