ID,ADDRESS,CITY,ZIP
264,6015 46th Ave                               ,Kenosha        ,53142
269,3278 N 41st St                               ,Milwaukee      ,53216-3617
271,2335-2339 W Greenfield Ave                               ,Milwaukee      ,53204-1922
282,102 Burnett St                               ,Spencer        ,54479-9527
288,2784 Deerfield Ave                               ,Suamico        ,54173-7928
291,1700 Breckenridge St                               ,Mayville       ,53050-2142
294,244 Jefferson St                               ,Oregon         ,53575-1317
306,3117 Gilead Ave                               ,Zion           ,60099-3162
322,5845 S Swift Ave                               ,Cudahy         ,53110-2738
326,4924 N 26th St                               ,Milwaukee      ,53209-5507
343,2741 W Oriole Dr                               ,Milwaukee      ,53209-4236
357,2955 N 54th St                               ,Milwaukee      ,53210-1632
365,1651 Cass St                               ,Green Bay      ,54302-2726
399,3938 N 42nd St                               ,Milwaukee      ,53216-2523
400,N4694 Ridge Prairie School Rd                               ,Delavan        ,53115-2868
416,2920 W Dakota St                               ,Milwaukee      ,53215
429,201 E Badger Rd                               ,Madison        ,53713-2706
439,2951 N 29th St                               ,Milwaukee      ,53210-2021
441,5734 Regency Hills Dr                               ,Mt Pleasant    ,53406-5211
454,819 3rd Ave                               ,Antigo         ,54409-1930
491,7132 W Good Hope Rd                               ,Milwaukee      ,53223-4611
509,3906 N 78th St                               ,Milwaukee      ,53218
529,211 E Linnerud Dr                               ,Sun Prairie    ,53590-2980
532,711 Thomas Dr                               ,Sun Prairie    ,53590
534,369 School St                               ,Marshall       ,53559-9655
536,62 County Road J                               ,Almond         ,54909-9321
549,10717 47th Ave                               ,Pleasant Prairi,53158
552,7101 53rd St                               ,Kenosha        ,53144
557,5007 Wentworth Cir                               ,Mc Farland     ,53558-8938
566,400 S Dickason Blvd                               ,Columbus       ,53925
599,2739 N 15th St                               ,Milwaukee      ,53206
604,3508 Veterans Ave                               ,Suamico        ,54173-8299
611,915 Clarendon Ave                               ,Mukwonago      ,53149
613,W322 S9230 Beulah Rd                               ,Mukwonago      ,53149
614,419 Rivercrest Ct                               ,Mukwonago      ,53149
615,S101w3451 County Road Lo                               ,Eagle          ,53119-1860
622,4055 State Rd 91                               ,Oshkosh        ,54904
644,520 E Holum St                               ,Deforest       ,53532-1316
656,201 Buchanan St                               ,Boscobel       ,53805-1734
677,144924 Maple Crest Dr                               ,Wausau         ,54401-5405
684,212 S Division St                               ,Roberts        ,54023
691,1917 N 22nd St                               ,Milwaukee      ,53205-1522
740,602 Hickory Ct                               ,Verona         ,53593-1619
741,561 Hickory Ct                               ,Verona         ,53593-1618
744,3064 N 11th St                               ,Milwaukee      ,53206-2745
749,1633 Tonya Trl                               ,Neenah         ,54956-1612
759,2147 23rd St                               ,La Crosse      ,54601-6645
783,3841 Kohler Memorial Dr                               ,Sheboygan      ,53081-3680
815,472 N Midvale Blvd                               ,Madison        ,53705-3264
849,508 S Garfield Ave                               ,Prt Washingtn  ,53074-2315
952,3951 S Moorland Rd                               ,New Berlin     ,53151
1008,4023 N 63rd St                               ,Milwaukee      ,53216-1238
1013,3824 N 51st Blvd                               ,Milwaukee      ,53216-2304
1019,2920 N 53rd St                               ,Milwaukee      ,53210-1615
1025,3248 W Brown St                               ,Milwaukee      ,53208-1950
1028,2018 N 29th St                               ,Milwaukee      ,53208-1525
1029,2951 N 49th St                               ,Milwaukee      ,53210-1636
1064,10226 W Capitol Dr                               ,Milwaukee      ,53222-1394
1072,2043 N 34th St                               ,Milwaukee      ,53208-1968
1078,2175 N 36th St                               ,Milwaukee      ,53208-1406
1101,2549 N 5th St                               ,Milwaukee      ,53212-2717
1118,4950 N 40th St                               ,Milwaukee      ,53209-5206
1123,5956 N 37th St                               ,Milwaukee      ,53209-4020
1126,2046 N 30th St                               ,Milwaukee      ,53208-1531
1133,2434 W Hadley St                               ,Milwaukee      ,53206
1136,3240 N 87th St                               ,Milwaukee      ,53222-3733
1163,3458 S 26th St                               ,Milwaukee      ,53215
1186,5932 W Appleton Ave                               ,Milwaukee      ,53210-1513
1197,5836 W Appleton Ave                               ,Milwaukee      ,53210-1510
1200,13660 Highway M                               ,Cable          ,54821
1205,W8363 R And W Townline Rd                               ,Whitewater     ,53190-4302
1217,151 S Grove St                               ,Berlin         ,54923-1725
1224,W175n5043 Maple Crest Ln                               ,Menomonee Fls  ,53051-6572
1226,2234 N Kay Dr                               ,Sheboygan      ,53083
1231,5202 Scott St                               ,Weston         ,54476-2920
1241,2400-2404 W Capitol Dr                               ,Milwaukee      ,53206-1428
1254,4005 Drexel Ave                               ,Madison        ,53716-1129
1260,586 Us Highway 63                               ,Baldwin        ,54002
1270,6988 Sandy Ridge Ct                               ,Verona         ,53593
1289,10819 W Wren Ave                               ,Milwaukee      ,53225-2426
1291,4866 N 37th St                               ,Milwaukee      ,53209-5319
1306,4706 N 22nd St                               ,Milwaukee      ,53209-6335
1321,2710 N 15th St                               ,Milwaukee      ,53206-2120
1327,4620 N 75th St                               ,Milwaukee      ,53218-4718
1358,3885 N 4th St                               ,Milwaukee      ,53212
1360,7034 W Herbert Ave                               ,Milwaukee      ,53218-2915
1396,1428 W Concordia Ave                               ,Milwaukee      ,53206
1409,4727 N 46th St                               ,Milwaukee      ,53218-5212
1421,3777 N 12th St                               ,Milwaukee      ,53206-3004
1438,1903 Bartlett Ave                               ,Altoona        ,54720-1723
1449,1109 Riverview Dr                               ,Reedsburg      ,53959
1460,906 12th Ave                               ,Union Grove    ,53182
1463,,Mukwonago      ,53149
1464,3333 Erie St                               ,Racine         ,53402-3852
1500,417 S Kane St                               ,Burlington     ,53105
1508,118 N 76th St                               ,Milwaukee      ,53213
1510,4323 N 89th St                               ,Milwaukee      ,53222-1728
1515,2623 N 24th Pl                               ,Milwaukee      ,53206-1047
1528,114 N 69th St                               ,Milwaukee      ,53213-3824
1529,820 Clover Ln                               ,Deforest       ,53532-3073
1531,12115 44th Ave                               ,Pleasant Prairi,53158
1533,310 2nd Ave S                               ,Onalaska       ,54650
1558,3217 W Clybourn St                               ,Milwaukee      ,53208-3822
